Mouse.Entrez,MGI.ID,Description
664799,3652571,CCCTC-binding factor (zinc finger protein)-like [Source:MGI Symbol;Acc:MGI:3652571]
629378,3654828,dapper homolog 3 antagonist of beta-catenin (xenopus) [Source:MGI Symbol;Acc:MGI:3654828]
101883,3655979,IGF-like family receptor 1 [Source:MGI Symbol;Acc:MGI:3655979]
241175,3664583,contactin associated protein-like 5B [Source:MGI Symbol;Acc:MGI:3664583]
233905,3665412,zinc finger protein 646 [Source:MGI Symbol;Acc:MGI:3665412]
383103,3665441,trans-golgi network vesicle protein 23A [Source:MGI Symbol;Acc:MGI:3665441]
406219,3665486,keratin 83 [Source:MGI Symbol;Acc:MGI:3665486]
100037278,3686743,family with sequence similarity 129 member C [Source:MGI Symbol;Acc:MGI:3686743]
386551,3687012,trypsin 10 [Source:MGI Symbol;Acc:MGI:3687012]
436522,3687012,trypsin 10 [Source:MGI Symbol;Acc:MGI:3687012]
621239,3687200,NHL repeat containing 4 [Source:MGI Symbol;Acc:MGI:3687200]
240216,3687212,Riken cDNA E230025N22 gene [Source:MGI Symbol;Acc:MGI:3687212]
100040608,3689889,Fanconi anemia complementation group F [Source:MGI Symbol;Acc:MGI:3689889]
545824,3690051,zygote arrest 1-like [Source:MGI Symbol;Acc:MGI:3690051]
100126226,3690448,RIKEN cDNA 5430421N21 gene [Source:MGI Symbol;Acc:MGI:3690448]
433215,3690536,cDNA sequence BC048609 [Source:MGI Symbol;Acc:MGI:3690536]
14339,3693832,thymoma viral proto-oncogene 1 interacting protein [Source:MGI Symbol;Acc:MGI:3693832]
545814,3693943,sperm motility kinase 3A [Source:MGI Symbol;Acc:MGI:3693943]
638345,3694550,spermine binding protein-like [Source:MGI Symbol;Acc:MGI:3694550]
240444,3694646,potassium voltage-gated channel subfamily G member 2 [Source:MGI Symbol;Acc:MGI:3694646]
100034361,3694697,microfibrillar-associated protein 1B [Source:MGI Symbol;Acc:MGI:3694697]
52335,3694797,ataxin 1-like [Source:MGI Symbol;Acc:MGI:3694797]
668166,3694898,zinc finger X-linked duplicated B [Source:MGI Symbol;Acc:MGI:3694898]
623121,3695276,pyrin domain containing 4 [Source:MGI Symbol;Acc:MGI:3695276]
629079,3695438,vomeronasal 2 receptor 56 [Source:MGI Symbol;Acc:MGI:3695438]
384534,3695443,vomeronasal 2 receptor 52 [Source:MGI Symbol;Acc:MGI:3695443]
100009600,3696042,zinc finger GATA-like protein 1 [Source:MGI Symbol;Acc:MGI:3696042]
331188,3696710,zinc finger protein 781 [Source:MGI Symbol;Acc:MGI:3696710]
100038854,3696881,cDNA sequence BC1179090 [Source:MGI Symbol;Acc:MGI:3696881]
100034684,3696883,cDNA sequence BC100530 [Source:MGI Symbol;Acc:MGI:3696883]
100294583,3697448,family with sequence similarity 150 member B [Source:MGI Symbol;Acc:MGI:3697448]
58996,3697726,Rho GTPase activating protein 23 [Source:MGI Symbol;Acc:MGI:3697726]
100038347,3698178,family with sequence similarity 174 member B [Source:MGI Symbol;Acc:MGI:3698178]
667370,3698419,interferon-induced protein with tetratricopeptide repeats 3B [Source:MGI Symbol;Acc:MGI:3698419]
544717,3698433,RIKEN cDNA 1190007I07 gene [Source:MGI Symbol;Acc:MGI:3698433]
620631,3700200,tetratricopeptide repeat domain 30A2 [Source:MGI Symbol;Acc:MGI:3700200]
433791,3700963,predicted gene 13251 [Source:MGI Symbol;Acc:MGI:3700963]
100041433,3700965,predicted gene 13247 [Source:MGI Symbol;Acc:MGI:3700965]
195531,3701121,predicted gene 13152 [Source:MGI Symbol;Acc:MGI:3701121]
666532,3701604,predicted gene 13139 [Source:MGI Symbol;Acc:MGI:3701604]
545611,3701946,predicted gene 13298 [Source:MGI Symbol;Acc:MGI:3701946]
100043920,3701946,predicted gene 13298 [Source:MGI Symbol;Acc:MGI:3701946]
100862261,3701946,predicted gene 13298 [Source:MGI Symbol;Acc:MGI:3701946]
100862324,3701946,predicted gene 13298 [Source:MGI Symbol;Acc:MGI:3701946]
435791,3701966,predicted gene 13271 [Source:MGI Symbol;Acc:MGI:3701966]
545648,3701968,predicted gene 13272 [Source:MGI Symbol;Acc:MGI:3701968]
100041062,3701968,predicted gene 13272 [Source:MGI Symbol;Acc:MGI:3701968]
545652,3701970,predicted gene 13275 [Source:MGI Symbol;Acc:MGI:3701970]
545649,3701972,predicted gene 13276 [Source:MGI Symbol;Acc:MGI:3701972]
545651,3701972,predicted gene 13276 [Source:MGI Symbol;Acc:MGI:3701972]
545650,3701974,predicted gene 13277 [Source:MGI Symbol;Acc:MGI:3701974]
545651,3701976,predicted gene 13278 [Source:MGI Symbol;Acc:MGI:3701976]
545653,3701978,predicted gene 13279 [Source:MGI Symbol;Acc:MGI:3701978]
545654,3701981,predicted gene 13285 [Source:MGI Symbol;Acc:MGI:3701981]
100041062,3701981,predicted gene 13285 [Source:MGI Symbol;Acc:MGI:3701981]
545655,3701983,predicted gene 13287 [Source:MGI Symbol;Acc:MGI:3701983]
100041062,3701983,predicted gene 13287 [Source:MGI Symbol;Acc:MGI:3701983]
668208,3701985,predicted gene 13288 [Source:MGI Symbol;Acc:MGI:3701985]
545647,3701987,predicted gene 13289 [Source:MGI Symbol;Acc:MGI:3701987]
545646,3701990,predicted gene 13290 [Source:MGI Symbol;Acc:MGI:3701990]
100039089,3702003,major urinary protein 13 [Source:MGI Symbol;Acc:MGI:3702003]
100039206,3702003,major urinary protein 13 [Source:MGI Symbol;Acc:MGI:3702003]
100039116,3702005,major urinary protein 14 [Source:MGI Symbol;Acc:MGI:3702005]
665596,3702051,histone cluster 1 H2bq [Source:MGI Symbol;Acc:MGI:3702051]
68195,3702087,ribonuclease T2B [Source:MGI Symbol;Acc:MGI:3702087]
623272,3702097,predicted gene 11757 [Source:MGI Symbol;Acc:MGI:3702097]
545637,3702099,predicted gene 11758 [Source:MGI Symbol;Acc:MGI:3702099]
667780,3702126,predicted gene 13871 [Source:MGI Symbol;Acc:MGI:3702126]
433485,3702158,synapse differentiation inducing 1 [Source:MGI Symbol;Acc:MGI:3702158]
381417,3702173,predicted gene 14085 [Source:MGI Symbol;Acc:MGI:3702173]
100862015,3702277,predicted gene 11236 [Source:MGI Symbol;Acc:MGI:3702277]
623197,3702292,predicted gene 11237 [Source:MGI Symbol;Acc:MGI:3702292]
100502924,3702292,predicted gene 11237 [Source:MGI Symbol;Acc:MGI:3702292]
100502896,3702316,predicted gene 11238 [Source:MGI Symbol;Acc:MGI:3702316]
101055863,3702319,predicted gene 11239 [Source:MGI Symbol;Acc:MGI:3702319]
668039,3702417,predicted gene 14434 [Source:MGI Symbol;Acc:MGI:3702417]
100504325,3702417,predicted gene 14434 [Source:MGI Symbol;Acc:MGI:3702417]
100503353,3702430,predicted gene 14440 [Source:MGI Symbol;Acc:MGI:3702430]
434484,3702467,Sp140 nuclear body protein [Source:MGI Symbol;Acc:MGI:3702467]
545547,3702532,late cornified envelope 1J [Source:MGI Symbol;Acc:MGI:3702532]
631101,3702534,late cornified envelope 1K [Source:MGI Symbol;Acc:MGI:3702534]
100043123,3702658,predicted gene 11710 [Source:MGI Symbol;Acc:MGI:3702658]
100043125,3702661,predicted gene 11711 [Source:MGI Symbol;Acc:MGI:3702661]
626316,3702694,predicted gene 13051 [Source:MGI Symbol;Acc:MGI:3702694]
668033,3702694,predicted gene 13051 [Source:MGI Symbol;Acc:MGI:3702694]
329575,3702875,predicted gene 14325 [Source:MGI Symbol;Acc:MGI:3702875]
668359,3702970,predicted gene 9125 [Source:MGI Symbol;Acc:MGI:3702970]
100043188,3702972,predicted gene 10696 [Source:MGI Symbol;Acc:MGI:3702972]
665186,3702974,predicted gene 7534 [Source:MGI Symbol;Acc:MGI:3702974]
347710,3703005,predicted gene 13102 [Source:MGI Symbol;Acc:MGI:3703005]
100041077,3703005,predicted gene 13102 [Source:MGI Symbol;Acc:MGI:3703005]
545732,3703021,RIKEN cDNA 4933402N22 gene [Source:MGI Symbol;Acc:MGI:3703021]
269902,3703084,vomeronasal 2 receptor 57 [Source:MGI Symbol;Acc:MGI:3703084]
382275,3703318,predicted gene 5168 [Source:MGI Symbol;Acc:MGI:3703318]
100040885,3704103,predicted gene 16427 [Source:MGI Symbol;Acc:MGI:3704103]
666187,3704105,predicted gene 16429 [Source:MGI Symbol;Acc:MGI:3704105]
100040981,3704105,predicted gene 16429 [Source:MGI Symbol;Acc:MGI:3704105]
101055951,3704105,predicted gene 16429 [Source:MGI Symbol;Acc:MGI:3704105]
666203,3704107,predicted gene 7978 [Source:MGI Symbol;Acc:MGI:3704107]
545909,3704108,vomeronasal 2 receptor 39 [Source:MGI Symbol;Acc:MGI:3704108]
666085,3704110,vomeronasal 2 receptor 54 [Source:MGI Symbol;Acc:MGI:3704110]
667215,3704112,vomeronasal 1 receptor 125 [Source:MGI Symbol;Acc:MGI:3704112]
667693,3704126,predicted gene 8765 [Source:MGI Symbol;Acc:MGI:3704126]
630579,3704127,zinc finger protein 80 [Source:MGI Symbol;Acc:MGI:3704127]
667977,3704134,predicted gene 8909 [Source:MGI Symbol;Acc:MGI:3704134]
434758,3704137,reproductive homeobox 3H [Source:MGI Symbol;Acc:MGI:3704137]
627927,3704138,predicted gene 6812 [Source:MGI Symbol;Acc:MGI:3704138]
208595,3704243,mitochondrial transcription termination factor 1b [Source:MGI Symbol;Acc:MGI:3704243]
381714,3704245,predicted gene 9758 [Source:MGI Symbol;Acc:MGI:3704245]
100041264,3704250,predicted gene 10424 [Source:MGI Symbol;Acc:MGI:3704250]
100042437,3704282,vomeronasal 1 receptor 79 [Source:MGI Symbol;Acc:MGI:3704282]
100043536,3704284,vomeronasal 1 receptor 100 [Source:MGI Symbol;Acc:MGI:3704284]
100043037,3704285,predicted gene 10666 [Source:MGI Symbol;Acc:MGI:3704285]
100043101,3704286,vomeronasal 1 receptor 168 [Source:MGI Symbol;Acc:MGI:3704286]
100041953,3704317,predicted gene 10094 [Source:MGI Symbol;Acc:MGI:3704317]
434434,3704336,ribosomal protein L10 pseudogene 3 [Source:MGI Symbol;Acc:MGI:3704336]
100042314,3704339,predicted gene 10639 [Source:MGI Symbol;Acc:MGI:3704339]
100043813,3704345,ribosomal protein S27 retrogene [Source:MGI Symbol;Acc:MGI:3704345]
105244763,3704385,predicted gene 10479 [Source:MGI Symbol;Acc:MGI:3704385]
100039315,3704393,predicted gene 10436 [Source:MGI Symbol;Acc:MGI:3704393]
666765,3704417,predicted gene 10413 [Source:MGI Symbol;Acc:MGI:3704417]
100041774,3704417,predicted gene 10413 [Source:MGI Symbol;Acc:MGI:3704417]
105245684,3704417,predicted gene 10413 [Source:MGI Symbol;Acc:MGI:3704417]
100040923,3704423,predicted gene 10408 [Source:MGI Symbol;Acc:MGI:3704423]
100041840,3704423,predicted gene 10408 [Source:MGI Symbol;Acc:MGI:3704423]
74715,3704428,predicted gene 10339 [Source:MGI Symbol;Acc:MGI:3704428]
666808,3704428,predicted gene 10339 [Source:MGI Symbol;Acc:MGI:3704428]
100042055,3704431,predicted gene 10377 [Source:MGI Symbol;Acc:MGI:3704431]
100042342,3704433,predicted gene 10375 [Source:MGI Symbol;Acc:MGI:3704433]
666348,3704456,apolipoprotein L 7e [Source:MGI Symbol;Acc:MGI:3704456]
100040214,3704467,predicted gene 10228 [Source:MGI Symbol;Acc:MGI:3704467]
100042807,3704486,eukaryotic translation initiation factor 3 subunit J2 [Source:MGI Symbol;Acc:MGI:3704486]
18726,3705216,predicted gene 15448 [Source:MGI Symbol;Acc:MGI:3705216]
18729,3705216,predicted gene 15448 [Source:MGI Symbol;Acc:MGI:3705216]
100041146,3705216,predicted gene 15448 [Source:MGI Symbol;Acc:MGI:3705216]
100039089,3705217,major urinary protein 17 [Source:MGI Symbol;Acc:MGI:3705217]
100039206,3705217,major urinary protein 17 [Source:MGI Symbol;Acc:MGI:3705217]
100048885,3705217,major urinary protein 17 [Source:MGI Symbol;Acc:MGI:3705217]
100048884,3705220,major urinary protein 18 [Source:MGI Symbol;Acc:MGI:3705220]
100861909,3705220,major urinary protein 18 [Source:MGI Symbol;Acc:MGI:3705220]
434727,3705221,predicted gene 14511 [Source:MGI Symbol;Acc:MGI:3705221]
434728,3705221,predicted gene 14511 [Source:MGI Symbol;Acc:MGI:3705221]
667666,3705222,zinc finger protein 600 [Source:MGI Symbol;Acc:MGI:3705222]
236874,3705225,predicted gene 14743 [Source:MGI Symbol;Acc:MGI:3705225]
100040766,3705228,maestro heat-like repeat family member 2A [Source:MGI Symbol;Acc:MGI:3705228]
100041759,3705230,predicted gene 15293 [Source:MGI Symbol;Acc:MGI:3705230]
100189605,3705235,major urinary protein 19 [Source:MGI Symbol;Acc:MGI:3705235]
100041895,3705236,predicted gene 14850 [Source:MGI Symbol;Acc:MGI:3705236]
670482,3705237,predicted gene 11554 [Source:MGI Symbol;Acc:MGI:3705237]
101055983,3705243,predicted gene 14569 [Source:MGI Symbol;Acc:MGI:3705243]
100504014,3705859,predicted gene 15056 [Source:MGI Symbol;Acc:MGI:3705859]
13999,3706570,predicted gene 14288 [Source:MGI Symbol;Acc:MGI:3706570]
665902,3708485,zinc finger and SCAN domain containing 4F [Source:MGI Symbol;Acc:MGI:3708485]
100862413,3708485,zinc finger and SCAN domain containing 4F [Source:MGI Symbol;Acc:MGI:3708485]
100862415,3708485,zinc finger and SCAN domain containing 4F [Source:MGI Symbol;Acc:MGI:3708485]
100504263,3708667,predicted gene 14296 [Source:MGI Symbol;Acc:MGI:3708667]
102639598,3708667,predicted gene 14296 [Source:MGI Symbol;Acc:MGI:3708667]
100041787,3708769,predicted gene 15292 [Source:MGI Symbol;Acc:MGI:3708769]
434865,3708816,leucine zipper protein 4 [Source:MGI Symbol;Acc:MGI:3708816]
100042881,3708825,predicted gene 10352 [Source:MGI Symbol;Acc:MGI:3708825]
100041890,3709042,predicted gene 15308 [Source:MGI Symbol;Acc:MGI:3709042]
100041952,3709048,predicted gene 15315 [Source:MGI Symbol;Acc:MGI:3709048]
627264,3709183,predicted gene 14347 [Source:MGI Symbol;Acc:MGI:3709183]
434725,3709265,predicted gene 14374 [Source:MGI Symbol;Acc:MGI:3709265]
668964,3709272,predicted gene 10922 [Source:MGI Symbol;Acc:MGI:3709272]
668963,3709274,predicted gene 10921 [Source:MGI Symbol;Acc:MGI:3709274]
100040448,3709274,predicted gene 10921 [Source:MGI Symbol;Acc:MGI:3709274]
668960,3709278,predicted gene 14351 [Source:MGI Symbol;Acc:MGI:3709278]
668958,3709280,predicted gene 14346 [Source:MGI Symbol;Acc:MGI:3709280]
100862369,3709280,predicted gene 14346 [Source:MGI Symbol;Acc:MGI:3709280]
630022,3709282,predicted gene 14345 [Source:MGI Symbol;Acc:MGI:3709282]
667962,3709288,predicted gene 8898 [Source:MGI Symbol;Acc:MGI:3709288]
665001,3709298,predicted gene 14326 [Source:MGI Symbol;Acc:MGI:3709298]
665211,3709298,predicted gene 14326 [Source:MGI Symbol;Acc:MGI:3709298]
628923,3709306,predicted gene 14744 [Source:MGI Symbol;Acc:MGI:3709306]
665001,3709324,predicted gene 14391 [Source:MGI Symbol;Acc:MGI:3709324]
625713,3709336,predicted gene 15140 [Source:MGI Symbol;Acc:MGI:3709336]
78092,3709338,spermatogenesis associated multipass transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:3709338]
434874,3709338,spermatogenesis associated multipass transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:3709338]
546397,3709338,spermatogenesis associated multipass transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:3709338]
635580,3709338,spermatogenesis associated multipass transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:3709338]
667256,3709338,spermatogenesis associated multipass transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:3709338]
100040020,3709338,spermatogenesis associated multipass transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:3709338]
670472,3709346,predicted gene 11569 [Source:MGI Symbol;Acc:MGI:3709346]
634825,3709605,predicted gene 14851 [Source:MGI Symbol;Acc:MGI:3709605]
544923,3709608,predicted gene 11397 [Source:MGI Symbol;Acc:MGI:3709608]
100039089,3709615,major urinary protein 7 [Source:MGI Symbol;Acc:MGI:3709615]
100041658,3709615,major urinary protein 7 [Source:MGI Symbol;Acc:MGI:3709615]
100039028,3709617,major urinary protein 11 [Source:MGI Symbol;Acc:MGI:3709617]
100041687,3709619,major urinary protein 8 [Source:MGI Symbol;Acc:MGI:3709619]
100039123,3709624,predicted gene 14295 [Source:MGI Symbol;Acc:MGI:3709624]
668030,3709632,predicted gene 14305 [Source:MGI Symbol;Acc:MGI:3709632]
100043387,3709632,predicted gene 14305 [Source:MGI Symbol;Acc:MGI:3709632]
100303732,3709638,predicted gene 14431 [Source:MGI Symbol;Acc:MGI:3709638]
18724,3709645,predicted gene 14548 [Source:MGI Symbol;Acc:MGI:3709645]
18727,3709645,predicted gene 14548 [Source:MGI Symbol;Acc:MGI:3709645]
18728,3709645,predicted gene 14548 [Source:MGI Symbol;Acc:MGI:3709645]
18729,3709645,predicted gene 14548 [Source:MGI Symbol;Acc:MGI:3709645]
18730,3709645,predicted gene 14548 [Source:MGI Symbol;Acc:MGI:3709645]
100038909,3709645,predicted gene 14548 [Source:MGI Symbol;Acc:MGI:3709645]
100503915,3709877,sphingomyelin phosphodiesterase 5 [Source:MGI Symbol;Acc:MGI:3709877]
100039796,3710083,T cell specific GTPase 2 [Source:MGI Symbol;Acc:MGI:3710083]
668940,3710243,myosin heavy chain 7B cardiac muscle beta [Source:MGI Symbol;Acc:MGI:3710243]
100039257,3710397,transmembrane protein 254b [Source:MGI Symbol;Acc:MGI:3710397]
100042946,3710416,predicted gene 14475 [Source:MGI Symbol;Acc:MGI:3710416]
100042931,3710419,predicted gene 14476 [Source:MGI Symbol;Acc:MGI:3710419]
100041504,3710514,predicted gene 13304 [Source:MGI Symbol;Acc:MGI:3710514]
100041593,3710514,predicted gene 13304 [Source:MGI Symbol;Acc:MGI:3710514]
100504346,3710514,predicted gene 13304 [Source:MGI Symbol;Acc:MGI:3710514]
100042175,3710515,predicted gene 10230 [Source:MGI Symbol;Acc:MGI:3710515]
100039550,3710516,predicted gene 10486 [Source:MGI Symbol;Acc:MGI:3710516]
100042144,3710516,predicted gene 10486 [Source:MGI Symbol;Acc:MGI:3710516]
100039324,3710518,predicted gene 10147 [Source:MGI Symbol;Acc:MGI:3710518]
278672,3710520,double homeobox B-like 3 [Source:MGI Symbol;Acc:MGI:3710520]
100039227,3710520,double homeobox B-like 3 [Source:MGI Symbol;Acc:MGI:3710520]
100039293,3710520,double homeobox B-like 3 [Source:MGI Symbol;Acc:MGI:3710520]
100042109,3710522,predicted gene 10488 [Source:MGI Symbol;Acc:MGI:3710522]
382243,3710525,predicted gene 10439 [Source:MGI Symbol;Acc:MGI:3710525]
100042761,3710527,predicted gene 10697 [Source:MGI Symbol;Acc:MGI:3710527]
434874,3710528,predicted gene 10057 [Source:MGI Symbol;Acc:MGI:3710528]
434879,3710528,predicted gene 10057 [Source:MGI Symbol;Acc:MGI:3710528]
625650,3710528,predicted gene 10057 [Source:MGI Symbol;Acc:MGI:3710528]
100042874,3710530,predicted gene 10256 [Source:MGI Symbol;Acc:MGI:3710530]
319171,3710573,histone cluster 1 H2ap [Source:MGI Symbol;Acc:MGI:3710573]
100042943,3710577,predicted gene 14482 [Source:MGI Symbol;Acc:MGI:3710577]
547154,3710586,predicted gene 14501 [Source:MGI Symbol;Acc:MGI:3710586]
100039467,3710592,predicted gene 10487 [Source:MGI Symbol;Acc:MGI:3710592]
258330,3710598,predicted gene 13769 [Source:MGI Symbol;Acc:MGI:3710598]
100042690,3710598,predicted gene 13769 [Source:MGI Symbol;Acc:MGI:3710598]
434795,3710618,predicted gene 14685 [Source:MGI Symbol;Acc:MGI:3710618]
574404,3710618,predicted gene 14685 [Source:MGI Symbol;Acc:MGI:3710618]
278672,3710620,double homeobox B-like 2 [Source:MGI Symbol;Acc:MGI:3710620]
100039227,3710620,double homeobox B-like 2 [Source:MGI Symbol;Acc:MGI:3710620]
100039293,3710620,double homeobox B-like 2 [Source:MGI Symbol;Acc:MGI:3710620]
100042840,3710623,predicted gene 16501 [Source:MGI Symbol;Acc:MGI:3710623]
100039377,3710636,predicted gene 10096 [Source:MGI Symbol;Acc:MGI:3710636]
434869,3710639,predicted gene 15097 [Source:MGI Symbol;Acc:MGI:3710639]
665622,3710645,histone cluster 1 H2br [Source:MGI Symbol;Acc:MGI:3710645]
100043203,3710649,predicted pseudogene 10310 [Source:MGI Symbol;Acc:MGI:3710649]
668178,3710670,methyltransferase like 7A3 [Source:MGI Symbol;Acc:MGI:3710670]
100043688,3711220,amylase 2a2 [Source:MGI Symbol;Acc:MGI:3711220]
100039246,3711222,placenta specific 9b [Source:MGI Symbol;Acc:MGI:3711222]
434866,3711248,predicted gene 15127 [Source:MGI Symbol;Acc:MGI:3711248]
100041504,3711256,predicted gene 10591 [Source:MGI Symbol;Acc:MGI:3711256]
100041593,3711256,predicted gene 10591 [Source:MGI Symbol;Acc:MGI:3711256]
100504239,3711256,predicted gene 10591 [Source:MGI Symbol;Acc:MGI:3711256]
100043684,3711258,amylase 2a4 [Source:MGI Symbol;Acc:MGI:3711258]
100039192,3711260,transmembrane protein 254c [Source:MGI Symbol;Acc:MGI:3711260]
105594,3711264,cytoplasmic polyadenylated homeobox 3 [Source:MGI Symbol;Acc:MGI:3711264]
100039213,3711264,cytoplasmic polyadenylated homeobox 3 [Source:MGI Symbol;Acc:MGI:3711264]
100039280,3711264,cytoplasmic polyadenylated homeobox 3 [Source:MGI Symbol;Acc:MGI:3711264]
100039240,3711266,predicted gene 10058 [Source:MGI Symbol;Acc:MGI:3711266]
100038847,3711272,predicted gene 10406 [Source:MGI Symbol;Acc:MGI:3711272]
100042929,3711280,predicted gene 14477 [Source:MGI Symbol;Acc:MGI:3711280]
100042944,3711282,predicted gene 14478 [Source:MGI Symbol;Acc:MGI:3711282]
15495,3711284,predicted gene 10681 [Source:MGI Symbol;Acc:MGI:3711284]
100043456,3711284,predicted gene 10681 [Source:MGI Symbol;Acc:MGI:3711284]
245240,3711310,RIKEN cDNA 9930111J21 gene 2 [Source:MGI Symbol;Acc:MGI:3711310]
100041688,3711900,predicted gene 10104 [Source:MGI Symbol;Acc:MGI:3711900]
100040201,3711943,predicted gene 10229 [Source:MGI Symbol;Acc:MGI:3711943]
100041596,3711964,predicted gene 9994 [Source:MGI Symbol;Acc:MGI:3711964]
100041546,3712069,lymphocyte antigen 6 complex locus C2 [Source:MGI Symbol;Acc:MGI:3712069]
629542,3712084,predicted gene 14781 [Source:MGI Symbol;Acc:MGI:3712084]
